year,species,guild,birdabundance,budburst,snowmelt,icemelt,regiontemp,breedingtemp
2007,Redpoll,passerine,12,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2007,Red-throated Loon,waterbird,2,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2007,Savannah Sparrow,passerine,19,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2007,Semipalmated Plover,shorebird,14,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2007,Semipalmated Sandpiper,shorebird,6,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2007,Snow Bunting,passerine,16,1.268533310453368,1.0695868459026363,-1.551020408163266,-0.4711764705882352,-0.35133199788479297
2008,Baird's Sandpiper,shorebird,1,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Black Guillemot,waterbird,1,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Common Eider,waterbird,3,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Glaucous Gull,waterbird,0,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Greater White-fronted Goose,waterbird,0,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Lapland Longspur,passerine,12,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Long-tailed Jaeger,birdofprey,0,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Northern Pintail,waterbird,2,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Redpoll,passerine,4,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Red-throated Loon,waterbird,3,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Savannah Sparrow,passerine,10,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Semipalmated Plover,shorebird,1,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Semipalmated Sandpiper,shorebird,3,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2008,Snow Bunting,passerine,7,-0.6130993426078574,0.47585251006303303,-4.408163265306123,-0.03117647058823536,0.34736365428912014
2009,Baird's Sandpiper,shorebird,4,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Black Guillemot,waterbird,2,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Common Eider,waterbird,32,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Glaucous Gull,waterbird,0,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Greater White-fronted Goose,waterbird,3,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Lapland Longspur,passerine,15,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Long-tailed Jaeger,birdofprey,0,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Northern Pintail,waterbird,4,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Redpoll,passerine,20,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Red-throated Loon,waterbird,4,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Savannah Sparrow,passerine,11,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Semipalmated Plover,shorebird,5,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Semipalmated Sandpiper,shorebird,7,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2009,Snow Bunting,passerine,7,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.2911764705882355,0.047624523854337575
2010,Baird's Sandpiper,shorebird,6,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Black Guillemot,waterbird,29,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Common Eider,waterbird,13,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Glaucous Gull,waterbird,4,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Greater White-fronted Goose,waterbird,0,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Lapland Longspur,passerine,38,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Long-tailed Jaeger,birdofprey,1,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Northern Pintail,waterbird,0,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Redpoll,passerine,7,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Red-throated Loon,waterbird,0,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Savannah Sparrow,passerine,1,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Semipalmated Plover,shorebird,6,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Semipalmated Sandpiper,shorebird,4,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2010,Snow Bunting,passerine,8,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.2888235294117649,0.17895785718767082
2011,Baird's Sandpiper,shorebird,1,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Black Guillemot,waterbird,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Common Eider,waterbird,36,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Glaucous Gull,waterbird,7,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Greater White-fronted Goose,waterbird,8,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Lapland Longspur,passerine,15,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Long-tailed Jaeger,birdofprey,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Northern Pintail,waterbird,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Redpoll,passerine,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Red-throated Loon,waterbird,3,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Savannah Sparrow,passerine,13,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Semipalmated Plover,shorebird,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Semipalmated Sandpiper,shorebird,8,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2011,Snow Bunting,passerine,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,-0.1511764705882353,-0.35846638523657165
2012,Baird's Sandpiper,shorebird,10,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Black Guillemot,waterbird,7,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Common Eider,waterbird,39,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Glaucous Gull,waterbird,4,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Greater White-fronted Goose,waterbird,4,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Lapland Longspur,passerine,22,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Long-tailed Jaeger,birdofprey,0,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Northern Pintail,waterbird,4,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Redpoll,passerine,13,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Red-throated Loon,waterbird,0,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Savannah Sparrow,passerine,18,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Semipalmated Plover,shorebird,6,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Semipalmated Sandpiper,shorebird,7,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2012,Snow Bunting,passerine,4,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,-0.3911764705882355,-0.056984171797836325
2013,Baird's Sandpiper,shorebird,3,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Black Guillemot,waterbird,0,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Common Eider,waterbird,10,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Glaucous Gull,waterbird,1,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Greater White-fronted Goose,waterbird,1,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Lapland Longspur,passerine,25,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Long-tailed Jaeger,birdofprey,0,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Northern Pintail,waterbird,16,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Redpoll,passerine,2,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Red-throated Loon,waterbird,2,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Savannah Sparrow,passerine,5,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Semipalmated Plover,shorebird,10,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Semipalmated Sandpiper,shorebird,18,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2013,Snow Bunting,passerine,3,0.7328190247390823,0.3275233538391425,2.4489795918367343,-0.31117647058823505,-0.5661146065804447
2014,Baird's Sandpiper,shorebird,1,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Black Guillemot,waterbird,5,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Common Eider,waterbird,19,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Glaucous Gull,waterbird,9,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Greater White-fronted Goose,waterbird,11,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Lapland Longspur,passerine,27,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Long-tailed Jaeger,birdofprey,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Northern Pintail,waterbird,21,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Redpoll,passerine,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Red-throated Loon,waterbird,1,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Savannah Sparrow,passerine,6,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Semipalmated Plover,shorebird,4,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Semipalmated Sandpiper,shorebird,12,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2014,Snow Bunting,passerine,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,0.3488235294117647,0.7812766977673811
2015,Baird's Sandpiper,shorebird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Black Guillemot,waterbird,2,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Common Eider,waterbird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Glaucous Gull,waterbird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Greater White-fronted Goose,waterbird,1,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Lapland Longspur,passerine,8,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Long-tailed Jaeger,birdofprey,0,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Northern Pintail,waterbird,18,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Redpoll,passerine,12,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Red-throated Loon,waterbird,1,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Savannah Sparrow,passerine,6,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Semipalmated Plover,shorebird,3,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Semipalmated Sandpiper,shorebird,7,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2015,Snow Bunting,passerine,0,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,0.48882352941176493,0.981276697767381
2016,Baird's Sandpiper,shorebird,0,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Black Guillemot,waterbird,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Common Eider,waterbird,17,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Glaucous Gull,waterbird,8,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Greater White-fronted Goose,waterbird,14,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Lapland Longspur,passerine,10,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Long-tailed Jaeger,birdofprey,0,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Northern Pintail,waterbird,9,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Redpoll,passerine,7,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Red-throated Loon,waterbird,4,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Savannah Sparrow,passerine,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Semipalmated Plover,shorebird,7,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Semipalmated Sandpiper,shorebird,6,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2016,Snow Bunting,passerine,3,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.44882352941176473,0.6934506108108593
2017,Baird's Sandpiper,shorebird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Black Guillemot,waterbird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Common Eider,waterbird,41,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Glaucous Gull,waterbird,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Greater White-fronted Goose,waterbird,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Lapland Longspur,passerine,10,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Long-tailed Jaeger,birdofprey,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Northern Pintail,waterbird,6,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Redpoll,passerine,4,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Red-throated Loon,waterbird,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Savannah Sparrow,passerine,8,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Semipalmated Plover,shorebird,8,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Semipalmated Sandpiper,shorebird,3,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2017,Snow Bunting,passerine,2,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04882352941176471,NA
2018,Baird's Sandpiper,shorebird,2,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Black Guillemot,waterbird,13,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Common Eider,waterbird,19,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Glaucous Gull,waterbird,4,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Greater White-fronted Goose,waterbird,7,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Lapland Longspur,passerine,10,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Long-tailed Jaeger,birdofprey,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Northern Pintail,waterbird,20,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Redpoll,passerine,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Red-throated Loon,waterbird,0,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Savannah Sparrow,passerine,13,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Semipalmated Plover,shorebird,6,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Semipalmated Sandpiper,shorebird,9,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2018,Snow Bunting,passerine,6,1.7274618818819403,2.0553011316169187,1.448979591836734,0.08882352941176493,-0.4875572943274806
2019,Baird's Sandpiper,shorebird,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Black Guillemot,waterbird,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Common Eider,waterbird,19,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Glaucous Gull,waterbird,3,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Greater White-fronted Goose,waterbird,9,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Lapland Longspur,passerine,11,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Long-tailed Jaeger,birdofprey,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Northern Pintail,waterbird,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Redpoll,passerine,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Red-throated Loon,waterbird,1,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Savannah Sparrow,passerine,8,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Semipalmated Plover,shorebird,15,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Semipalmated Sandpiper,shorebird,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2019,Snow Bunting,passerine,6,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,0.6088235294117649,NA
2020,Baird's Sandpiper,shorebird,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Black Guillemot,waterbird,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Common Eider,waterbird,18,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Glaucous Gull,waterbird,3,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Greater White-fronted Goose,waterbird,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Lapland Longspur,passerine,3,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Long-tailed Jaeger,birdofprey,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Northern Pintail,waterbird,3,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Redpoll,passerine,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Red-throated Loon,waterbird,0,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Savannah Sparrow,passerine,6,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Semipalmated Plover,shorebird,8,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Semipalmated Sandpiper,shorebird,3,NA,NA,4.591836734693877,-0.05117647058823529,NA
2020,Snow Bunting,passerine,2,NA,NA,4.591836734693877,-0.05117647058823529,NA
2021,Baird's Sandpiper,shorebird,0,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Black Guillemot,waterbird,2,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Common Eider,waterbird,15,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Glaucous Gull,waterbird,5,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Greater White-fronted Goose,waterbird,11,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Lapland Longspur,passerine,7,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Long-tailed Jaeger,birdofprey,0,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Northern Pintail,waterbird,7,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Redpoll,passerine,4,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Red-throated Loon,waterbird,0,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Savannah Sparrow,passerine,6,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Semipalmated Plover,shorebird,8,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Semipalmated Sandpiper,shorebird,22,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2021,Snow Bunting,passerine,14,NA,NA,4.448979591836734,0.028823529411764783,0.7521462629847724
2022,Baird's Sandpiper,shorebird,0,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Black Guillemot,waterbird,1,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Common Eider,waterbird,24,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Glaucous Gull,waterbird,2,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Greater White-fronted Goose,waterbird,9,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Lapland Longspur,passerine,11,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Long-tailed Jaeger,birdofprey,0,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Northern Pintail,waterbird,12,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Redpoll,passerine,9,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Red-throated Loon,waterbird,10,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Savannah Sparrow,passerine,1,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Semipalmated Plover,shorebird,8,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Semipalmated Sandpiper,shorebird,5,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2022,Snow Bunting,passerine,6,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,-0.011176470588235076,0.3634506108108592
2023,Baird's Sandpiper,shorebird,0,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.07117647058823522,0.13953756733259848
2023,Black Guillemot,waterbird,2,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.07117647058823522,0.13953756733259848
2023,Common Eider,waterbird,14,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.07117647058823522,0.13953756733259848
2023,Glaucous Gull,waterbird,1,0.14710473902479748,0.055301131616918804,-3.5510204081632657,-0.07117647058823522,0.13953756733259848
